no_of_repeats,act_RF_amplitude,ratio_signal,ratio_lost,loading_signal,trapped_signal,lost_signal,time_cost,time_accum,loading_signal baseline,trapped_signal baseline,lost_signal baseline,ratio_signal baseline,ratio_lost baseline,trapped_signal detrended,lost_signal detrended,ratio_signal detrended,ratio_lost detrended
8000,12.139,0.205667789,0.0120650954,3564,733,43,4.0446074009,2959.2894986,3617.0060491,723.34965553,38.594170142,0.2001223927,0.0107000561,1.013341189,1.1141579115,1.0277100241,1.1275730969
15000,12.139,0.199968973,0.0110145827,6446,1289,71,7.2453379631,2966.5348365,6510.8843032,1296.2675437,67.608232945,0.1990393434,0.010405543,0.9943934848,1.0501679589,1.0046705824,1.05853031
40000,12.141,0.2021466905,0.0112104949,16770,3390,188,18.775197268,2985.3100338,17156.772072,3412.9601913,181.07307731,0.198907518,0.0105859475,0.993272646,1.038254846,1.0162848168,1.0589977807
60000,12.135,0.203072005,0.0112666173,25651,5209,289,27.969819546,3013.2798533,25632.024829,5117.1680966,271.59510841,0.1996326677,0.0106264546,1.0179458446,1.0640839656,1.0172283289,1.0602423539
12000,12.135,0.1978478384,0.0122710968,5297,1048,65,5.9064366817,3019.18629,5333.2134781,1058.0796285,57.483449628,0.198456315,0.0108138605,0.9904736579,1.1307602522,0.9969339521,1.1347563508
1500,12.139,0.1982182628,0.013363029,449,89,6,1.0376694202,3020.2239594,489.34517789,95.081569581,4.5726406547,0.194375294,0.0093696245,0.9360383973,1.3121520918,1.0197708705,1.4262075216
1000,12.135,0.2081712062,0.0155642023,514,107,8,0.9136147499,3021.1375742,488.08931325,95.315427704,4.7711814012,0.1959397987,0.0097376386,1.1225884684,1.676733565,1.0624243139,1.5983548994
30000,12.142,0.2033307514,0.0099922541,12910,2625,129,14.207152605,3035.3447268,12923.362923,2588.0736444,133.45594494,0.2002308708,0.0103616399,1.0142678921,0.9666111169,1.0154815315,0.9643506436
3000,12.139,0.2048104956,0.0131195335,1372,281,18,1.6675782204,3037.012305,1428.1206372,281.8362088,14.50628037,0.1977346461,0.0101611751,0.9970329973,1.2408418658,1.0357845713,1.291143341
30000,12.135,0.1988559625,0.0106459045,12587,2503,134,14.148243427,3051.1605484,12913.698046,2585.8118146,133.46384974,0.2002075174,0.0103694915,0.9679745393,1.0040171946,0.9932492299,1.0266563719
30000,12.138,0.2021310182,0.0107340174,12670,2561,136,14.193025112,3065.3535736,12905.024842,2583.7820619,133.47094346,0.2001865602,0.0103765375,0.9911826689,1.0189483679,1.0097132291,1.0344507866
3000,12.142,0.2088989442,0.0075414781,1326,277,10,1.6681079865,3067.0216815,1426.3621191,281.51802876,14.499067307,0.1977577127,0.0101680788,0.9839511921,0.6896995364,1.0563377849,0.7416817129
1500,12.137,0.1875,0.0060483871,496,93,3,1.0126266479,3068.0343082,488.41685185,94.816740676,4.5687360693,0.1942185464,0.0093773747,0.9808394524,0.6566367491,0.9654072873,0.6449979114
22000,12.139,0.1987770865,0.0118000429,9322,1853,110,10.351300478,3078.3856087,9546.1725786,1907.9420662,97.578467961,0.1999099837,0.0102327173,0.9712034935,1.1272978793,0.9943329634,1.1531680702
6000,12.137,0.2119545288,0.0099009901,2727,578,27,3.1371796131,3081.5227883,2762.9435122,548.9510076,27.810607063,0.198867552,0.0100682021,1.0529172768,0.9708525937,1.0658075018,0.9833920742
8000,12.135,0.2001158413,0.011873733,3453,691,41,3.9979965687,3085.5207849,3597.6156551,719.47187954,38.695297744,0.2001238561,0.0107791517,0.9604266958,1.0595602668,0.9999599507,1.1015461396
60000,12.138,0.1994307473,0.0103080888,25999,5185,268,27.997429371,3113.5182142,25528.079579,5093.0273118,272.11243212,0.1995106309,0.0106864961,1.01805855,0.9848870113,0.9995996023,0.9645901431
6000,12.154,0.1931855772,0.0102547139,3023,584,31,3.1131517887,3116.631366,2759.1183254,547.93746422,27.822012453,0.1987826102,0.010084775,1.0658150576,1.1142256533,0.9718434478,1.01685103
1500,12.151,0.2302771855,0.0149253731,469,108,7,1.0610156059,3117.6923816,487.45264883,94.541676938,4.5646805835,0.1940557409,0.0093854244,1.1423533356,1.5335136538,1.186654847,1.5902715189
2000,12.152,0.2019334049,0.0118152524,931,188,11,1.3335967064,3119.0259783,977.07319827,192.25687243,9.4913939964,0.1966232614,0.0097029903,0.9778584121,1.1589446191,1.0270066904,1.2176918674
8000,12.15,0.2048122066,0.011443662,3408,698,39,4.0822713375,3123.1082497,3591.8418429,718.31720725,38.725410169,0.2001242919,0.0108027038,0.9717155498,1.0070906888,1.0234250157,1.0593331267
4000,12.147,0.2025456558,0.0116214721,1807,366,21,2.2044110298,3125.3126607,1885.9941007,373.29088288,19.928098425,0.1980536811,0.0105797229,0.9804686286,1.0537884525,1.0226805916,1.0984665815
22000,12.151,0.195269527,0.0110011001,9090,1775,100,10.418182611,3135.7308433,9525.0083255,1902.6188016,97.629583871,0.199802416,0.0102589333,0.9329246607,1.024279691,0.9773131421,1.0723434666
3000,12.151,0.2019741838,0.0121488231,1317,266,16,1.7507612705,3137.4816046,1422.2332412,280.77096423,14.482131537,0.1978118716,0.0101842884,0.9473914111,1.1048097415,1.0210417715,1.1928985706
60000,12.147,0.1970437332,0.0098949426,24558,4839,243,27.955425739,3165.4370303,25474.240766,5080.5235064,272.38038179,0.1994474215,0.0107175947,0.9524609017,0.892134736,0.9879482607,0.9232428381
40000,12.142,0.2000960846,0.010569301,16652,3332,176,18.774654388,3184.2116847,16995.356524,3372.9933384,181.26677987,0.1984926212,0.0106896407,0.9878465996,0.9709445941,1.0080782011,0.9887423971
2000,12.139,0.2093517535,0.0138150903,941,197,13,1.2364151478,3185.4480999,974.68160241,191.57971276,9.4685754554,0.1964077938,0.0097042522,1.0282925951,1.3729626026,1.0659034929,1.4236120477
22000,12.141,0.2049689441,0.0107379724,9499,1947,102,10.475328207,3195.9234281,9502.7932086,1897.0312222,97.683237828,0.1996895072,0.010286451,1.0263405142,1.0441914321,1.0264382286,1.043894774
15000,12.142,0.1952510587,0.0104355717,6612,1291,69,7.2864778042,3203.2099059,6440.1467518,1277.3436768,67.631486128,0.1983621805,0.0105129281,1.0106911894,1.0202348632,0.9843159525,0.9926417828
60000,12.142,0.2020089286,0.0106425383,25088,5068,267,27.922457457,3231.1323633,25406.11597,5064.7018501,272.71943116,0.1993674397,0.0107569454,1.0006512032,0.9790281494,1.0132493495,0.9893643513
22000,12.139,0.2011173184,0.0116113484,9129,1836,106,10.450462341,3241.5828257,9485.9418163,1892.7927348,97.723937315,0.1996038597,0.0103073246,0.9699952701,1.084688183,1.0075823117,1.1265142847
1000,12.141,0.2166666667,0.019047619,420,91,8,0.7703101635,3242.3531358,483.60703909,94.549479256,4.7862096113,0.1962126271,0.0098407954,0.962459029,1.6714687926,1.1042442571,1.9355771773
8000,12.141,0.2063582174,0.0144762986,3523,727,51,4.0286874771,3246.3818233,3572.9057833,714.53029104,38.824168261,0.200125721,0.0108799461,1.017451617,1.3136147478,1.0311429053,1.3305487393
10000,12.138,0.216222589,0.012732846,4241,917,54,4.9437029362,3251.3255262,4413.2122159,877.96863003,47.859205203,0.1990343524,0.0108682087,1.0444564517,1.1283095858,1.0863581408,1.1715680507
12000,12.139,0.1988372093,0.0120155039,5160,1026,62,5.8931941986,3257.2187204,5284.2465084,1045.7899322,57.720852396,0.1980132794,0.0109486272,0.9810765704,1.0741352116,1.0041609829,1.0974438741
2000,12.142,0.1865745311,0.0039486673,1013,189,4,1.3052327633,3258.5239532,972.05043218,190.83471967,9.4434711028,0.1961707421,0.0097056404,0.9903858183,0.4235730651,0.9510823536,0.4068425309
15000,12.142,0.195552848,0.0112701797,6566,1284,74,7.2575531006,3265.7815063,6421.4453237,1272.3406292,67.63763375,0.1981831538,0.0105413183,1.009163718,1.0940654765,0.9867279041,1.0691432877
30000,12.139,0.1899587563,0.0098350254,12608,2395,124,14.138003588,3279.9195099,12773.905925,2553.0968635,133.5781842,0.1998697355,0.0104830569,0.9380764335,0.9282952957,0.9504128068,0.9381829672
3000,12.141,0.2196914034,0.0073475386,1361,299,10,1.7054975033,3281.6250074,1413.7865884,279.24265679,14.447485183,0.197922667,0.0102174491,1.0707533134,0.6921619834,1.1099860703,0.7191167266
22000,12.138,0.2010683761,0.0106837607,9360,1882,100,10.548442841,3292.1734502,9467.2704692,1888.0964896,97.769032358,0.1995089623,0.0103304527,0.9967710921,1.0228187555,1.0078162593,1.0342006318
2000,12.135,0.2032258065,0.0064516129,930,189,6,1.2690799236,3293.4425302,970.79315339,190.47873206,9.4314752352,0.1960574693,0.0097063038,0.9922367603,0.6361677098,1.0365624285,0.6646827696
12000,12.141,0.201048951,0.0104895105,5148,1035,54,5.8603520393,3299.3028822,5275.5891424,1043.6171124,57.762825234,0.1979349507,0.010972454,0.9917430327,0.9348573201,1.0157324431,0.955985825
15000,12.135,0.1904233391,0.0106231172,6307,1201,67,7.2609674931,3306.5638497,6409.2562785,1269.0797888,67.64164059,0.1980664694,0.0105598222,0.9463549972,0.9905141185,0.9614112863,1.0059939409
15000,12.141,0.1966677556,0.0124142437,6122,1204,76,7.2208101749,3313.7846599,6407.0981195,1268.5024333,67.642350031,0.1980458096,0.0105630985,0.9491507217,1.1235564697,0.9930417413,1.1752464244
12000,12.137,0.1960631456,0.0113038394,5131,1006,58,5.8926949501,3319.6773548,5271.3977967,1042.5651714,57.78314581,0.1978970289,0.0109839894,0.9649276876,1.0037528969,0.9907331437,1.0291196564
12000,12.141,0.2021233974,0.0120192308,4992,1009,60,5.8647940159,3325.5421488,5270.1913175,1042.26237,57.78899509,0.1978861131,0.0109873099,0.9680863754,1.0382599647,1.0214127422,1.0939193399
1500,12.138,0.2242990654,0.0140186916,428,96,6,1.0852942467,3326.6274431,483.39578953,93.384353367,4.5476172317,0.193370741,0.0094192934,1.0280094742,1.3193722546,1.1599431449,1.4882954645
60000,12.141,0.1992653811,0.0102607099,25047,4991,257,27.965483189,3354.5929263,25278.089742,5034.9683743,273.35660317,0.1992171306,0.0108308966,0.9912673981,0.940163863,1.0002422004,0.9473555399
10000,12.141,0.2042172817,0.012606005,4363,891,55,4.9544610977,3359.5473874,4392.0639819,873.27190258,47.934621434,0.1989339891,0.0109319652,1.0203007762,1.1473961482,1.0265580185,1.1531325579
40000,12.137,0.2016590723,0.0108657553,17118,3452,186,18.730213642,3378.277601,16837.865341,3333.9981672,181.45577311,0.1980878115,0.0107908129,1.0353934906,1.0250431652,1.0180286752,1.0069450231
4000,12.138,0.2012678288,0.0079239303,1893,381,15,2.2355372906,3380.5131383,1870.5937989,369.06574731,19.953268491,0.1974288041,0.0106790564,1.0323363866,0.7517565359,1.0194451097,0.7420065924
12000,12.139,0.1931926222,0.0085567598,5259,1016,45,5.9127075672,3386.4258459,5257.6665949,1039.1189238,57.849717733,0.1977727939,0.0110217804,0.9777514168,0.7778776071,0.9768412446,0.776350058
3000,12.137,0.1889818689,0.009762901,1434,271,14,1.705057621,3388.1309035,1407.5454542,278.11340807,14.421885392,0.1980045325,0.0102419512,0.9744226353,0.9707468628,0.954432035,0.953226663
1500,12.141,0.1890243902,0.0101626016,492,93,5,1.0389449596,3389.1698484,482.18141346,93.037921325,4.5425095056,0.1931656938,0.0094294317,0.99959241,1.1007131617,0.9785608744,1.0777533572
8000,12.139,0.1970976253,0.0105540897,3790,747,40,4.0549116135,3393.2247601,3550.3492328,710.01933316,38.941808464,0.2001274235,0.0109719569,1.052084028,1.0271736619,0.9848606549,0.9619149824
1000,12.138,0.1904761905,0.0045351474,441,84,2,0.8645138741,3394.0892739,480.53255841,94.024100035,4.7965177584,0.1963997655,0.0099115528,0.8933879715,0.416969164,0.9698391949,0.4575617464
8000,12.137,0.1884760366,0.0088852989,3714,700,33,4.0760803223,3398.1653543,3549.5903079,709.86756003,38.945766519,0.2001274807,0.0109750526,0.9860994352,0.847332148,0.9417798891,0.8095905482
15000,12.137,0.1964368706,0.0106893881,6455,1268,69,7.2033419609,3405.3686962,6379.7254415,1261.1796337,67.651348107,0.197783774,0.0106046523,1.0054079261,1.0199353292,0.9931900211,1.0079904325
30000,12.134,0.1980064868,0.0104422119,12641,2503,132,14.111390114,3419.4800863,12688.62197,2533.1382249,133.64793702,0.1996636626,0.0105523405,0.988102416,0.9876695663,0.9917001636,0.9895635839
22000,12.138,0.1987971569,0.0115910334,9145,1818,106,10.487084627,3429.967171,9416.4153076,1875.3053233,97.891857758,0.19925049,0.0103934465,0.9694421369,1.0828275449,0.997724808,1.1152251895
10000,12.139,0.2091518927,0.0103018687,4174,873,43,4.9239370823,3434.891108,4377.3406476,870.00205564,47.987125977,0.1988641166,0.0109763524,1.0034459049,0.8960736682,1.0517326921,0.9385512013
60000,12.139,0.1969153367,0.0108870469,24249,4775,264,27.891453505,3462.7825615,25165.899173,5008.912654,273.9149629,0.1990854134,0.0108957007,0.9533007121,0.96380277,0.9890997705,0.9992057591
10000,12.138,0.2105879597,0.0119465917,4269,899,51,4.9553449154,3467.7379065,4370.9218726,868.57653534,48.010015823,0.1988336549,0.0109957034,1.0350268093,1.0622783418,1.0591162737,1.0864781734
1500,12.139,0.2083333333,0.0125,480,100,6,1.0822556019,3468.8201621,480.63485582,92.596725937,4.5360046073,0.1929045579,0.0094423432,1.0799517908,1.3227499792,1.0799813942,1.3238239433
40000,12.141,0.1945274506,0.0104880764,17067,3320,179,18.744837046,3487.5649991,16749.174848,3312.0382019,181.56220384,0.1978598446,0.0108477876,1.0024038968,0.9858880109,0.9831578055,0.966840134
4000,12.141,0.1953082379,0.0120021822,1833,358,22,2.2013201714,3489.7663193,1864.0008177,367.25693604,19.964043979,0.1971612897,0.0107215818,0.9747943874,1.1019811428,0.9906013406,1.1194413665
4000,12.139,0.2002301496,0.0109321059,1738,348,19,2.2015740871,3491.9678934,1863.8679617,367.22048647,19.964261117,0.197155899,0.0107224388,0.9476595474,0.9517006359,1.0155929934,1.01955405
40000,12.137,0.1996715728,0.0108259336,16442,3283,178,18.77674675,3510.7446401,16730.36377,3307.3805366,181.58477759,0.1978114933,0.0108598718,0.9926284453,0.9802583805,1.0094032934,0.9968748967
60000,12.137,0.2010526739,0.0104062035,24889,5004,259,27.965130806,3538.7097709,25087.164118,4990.6268161,274.30681833,0.1989929746,0.0109411801,1.0026796602,0.944198185,1.010350613,0.9511043118
10000,12.135,0.2064441887,0.0085155351,4345,897,37,4.9172568321,3543.6270278,4356.0919586,865.28301853,48.062900438,0.1987632766,0.0110404118,1.0366550375,0.7698245354,1.0386435175,0.7713059296
30000,12.138,0.2089769511,0.0098665588,12365,2584,122,14.15805769,3557.7850854,12604.105285,2513.3591472,133.7170623,0.1994594436,0.0106210008,1.0281061515,0.9123742169,1.0477165048,0.9289669643
22000,12.137,0.200913242,0.0104688718,8979,1804,94,10.456432581,3568.241518,9365.3827625,1862.4695413,98.015111575,0.1989911162,0.0104566601,0.9686064443,0.9590357904,1.0096593548,1.0011678441
40000,12.134,0.1997274192,0.0120183373,16142,3224,194,18.668996572,3586.9105146,16668.552537,3292.0759362,181.65895257,0.1976526159,0.0108995793,0.979321274,1.0679352559,1.0104972213,1.102642308
30000,12.139,0.2072146954,0.0116366054,12031,2493,140,14.100309134,3601.0108237,12577.690505,2507.1774094,133.73866666,0.1993956171,0.0106424598,0.9943452708,1.0468176743,1.0392138922,1.0934131448
1500,12.134,0.1538461538,0.0038461538,520,80,2,1.1293537617,3602.1401775,478.04620201,91.858245783,4.5251166008,0.1924674642,0.0094639547,0.8709071169,0.4419775613,0.7993359008,0.4064002791
30000,12.137,0.2001324832,0.0111782727,12077,2417,135,14.066593409,3616.2067709,12568.404427,2505.0042282,133.74626165,0.199373179,0.0106500037,0.9648686309,1.0093740067,1.0038084571,1.0496027113
10000,12.137,0.2064931965,0.0116973025,4189,865,49,4.9270772934,3621.1338482,4340.945921,861.91929508,48.116912374,0.198691398,0.0110860733,1.0035742383,1.018352957,1.0392659098,1.0551348659
15000,12.137,0.2124494745,0.0103476152,6185,1314,64,7.1980407238,3628.3318889,6313.0861019,1243.3521296,67.673254106,0.1971458429,0.010705816,1.0568204845,0.9457207407,1.0776259415,0.9665414778
8000,12.137,0.2054992764,0.0112879884,3455,710,39,4.0473060608,3632.379195,3513.6127086,702.67260199,39.133402127,0.2001301961,0.0111218094,1.0104278977,0.996591093,1.0268279373,1.0149417287
2000,12.134,0.1987110634,0.0085929108,931,185,8,1.2557413578,3633.6349363,958.54418071,187.01054142,9.314606123,0.1949539146,0.0097127666,0.9892490477,0.8588661608,1.0192719841,0.8847026983
8000,12.137,0.2025099829,0.0116942384,3506,710,41,4.0690453053,3637.7039816,3512.7947678,702.50902662,39.137667971,0.2001302578,0.0111251458,1.0106631703,1.0475841338,1.011890881,1.0511537213
4000,12.138,0.2092633929,0.0128348214,1792,375,23,2.2210071087,3639.9249887,1854.9393581,364.77088766,19.978853919,0.1967936152,0.0107800292,1.0280425678,1.1512171866,1.0633647472,1.1906110108
8000,12.134,0.2025205158,0.0117233294,3412,691,40,4.0069334507,3643.9319222,3511.8380936,702.31770671,39.142657358,0.20013033,0.0111290482,0.9838852038,1.021903026,1.0119431464,1.053399104
60000,12.138,0.1917201593,0.0114568945,24614,4719,282,27.919291019,3671.8512132,24949.099005,4958.5618574,274.99395273,0.1988308794,0.01102093,0.9516872302,1.0254770958,0.964237345,1.039557864
8000,12.138,0.1993146773,0.0117075957,3502,698,41,4.0722515583,3675.9234648,3506.9238712,701.33493897,39.168286725,0.2001307009,0.0111490939,0.9952448698,1.0467652131,0.9959225468,1.0500939151
15000,12.139,0.1939724271,0.0097787752,6238,1210,61,7.2552471161,3683.1787119,6296.6934588,1238.9667333,67.678642773,0.1969889179,0.0107307013,0.9766202494,0.9013183111,0.9846870023,0.9112894857
1000,12.137,0.2534246575,0.002283105,438,111,1,0.8626582623,3684.0413702,474.65754321,93.020154578,4.8162155635,0.1967573677,0.0100467627,1.1932897822,0.2076319024,1.288005936,0.2272478297
2000,12.135,0.2067099567,0.0086580087,924,191,8,1.2894861698,3685.3308563,956.68281667,186.48351229,9.2968465958,0.1947862176,0.0097137487,1.0242192334,0.8605068307,1.061214491,0.8913148673
40000,12.134,0.2031769487,0.0103435537,16242,3300,168,18.765877008,3704.0967333,16573.451879,3268.5287995,181.77307566,0.1974081726,0.0109606719,1.0096285523,0.9242292864,1.0292225799,0.943697055
6000,12.135,0.1972815534,0.0089320388,2575,508,23,3.0963523388,3707.1930857,2694.7748219,530.88864147,28.013862628,0.197353803,0.010363549,0.9568861722,0.8210220884,0.9996339081,0.8618706651
1000,12.139,0.2184684685,0.0202702703,444,97,9,0.8147470951,3708.0078328,474.17193426,92.937171832,4.8178437177,0.1967869259,0.0100579387,1.0437158576,1.8680556131,1.1101777595,2.0153503461
15000,12.138,0.1989795918,0.0090880102,6272,1248,57,7.2345192432,3715.242352,6287.1102636,1236.4030156,67.681793007,0.196897179,0.0107452493,1.0093796151,0.8421762703,1.0105761434,0.8457700648
10000,12.138,0.1969037252,0.0104015481,4134,814,43,4.9437794685,3720.1861315,4321.5895651,857.62051872,48.18593863,0.1985995384,0.0111444278,0.9491377389,0.8923765153,0.9914611422,0.9333407065
15000,12.137,0.2013513514,0.0114864865,5920,1192,68,7.2466802597,3727.4328117,6283.4667735,1235.428301,67.682990712,0.1968623003,0.0107507804,0.9648475747,1.0046837364,1.0228030001,1.0684328068
15000,12.137,0.1903911703,0.0092517448,6161,1173,57,7.2333576679,3734.6661694,6281.3048643,1234.8499423,67.683701385,0.1968416046,0.0107540624,0.9499129893,0.8421525247,0.9672303306,0.8603023251
6000,12.131,0.2066892146,0.0101465614,2661,550,27,3.2023990154,3737.8685684,2691.4326343,530.00307634,28.023827881,0.1972795866,0.0103780293,1.0377298256,0.963465809,1.0476969163,0.9776963588
2000,12.137,0.1854663774,0.0075921909,922,171,7,1.2235918045,3739.0921602,954.74708639,185.93542701,9.2783775303,0.1946118206,0.0097147701,0.9196741189,0.7544422478,0.9530067439,0.7815100967
8000,12.139,0.1975063757,0.0110512893,3529,697,39,4.0641582012,3743.1563184,3496.5962293,699.26957187,39.222148945,0.2001314803,0.0111912215,0.9967543678,0.9943361353,0.9868831001,0.9874962521
3000,12.131,0.2024062279,0.0092002831,1413,286,13,1.6984474659,3744.8547659,1386.6418086,274.33117648,14.336143131,0.1982787274,0.0103240169,1.0425355356,0.9067989822,1.0208166581,0.8911534343
12000,12.131,0.2036391792,0.0120015486,5166,1052,62,5.8581867218,3750.7129526,5182.7270764,1020.3106551,58.213041198,0.1970947681,0.0112280287,1.0310585259,1.0650534438,1.0332043879,1.0688918687
6000,12.137,0.1998453807,0.0100502513,2587,517,26,3.1133232117,3753.8262758,2689.6939933,529.54239608,28.02901191,0.1972409785,0.0103855621,0.9763146517,0.9276102948,1.0132041641,0.967713751
12000,12.137,0.1838911364,0.0102979036,5438,1000,56,5.8899483681,3759.7162242,5180.8749636,1019.8458131,58.222020654,0.1970780109,0.0112331261,0.9805403789,0.961835391,0.9330880479,0.9167442403
4000,12.137,0.2114441417,0.0114441417,1835,388,21,2.2202386856,3761.9364629,1847.5764662,362.75084826,19.99088774,0.1964948612,0.0108275206,1.0696046663,1.0504786117,1.0760797532,1.0569494288
1500,12.137,0.1788461538,0.0115384615,520,93,6,1.0654485226,3763.0019114,474.92277496,90.967207797,4.5119793114,0.1919400741,0.0094900309,1.0223464285,1.3297933315,0.9317812066,1.2158507913
6000,12.134,0.1734482759,0.0089655172,2900,503,26,3.1035857201,3766.1054971,2688.3561347,529.18790939,28.033000944,0.1972112701,0.0103913585,0.950513024,0.9274782979,0.8795048871,0.8627858665
8000,12.131,0.209223847,0.00928009,3556,744,33,4.044563055,3770.1500602,3492.4497194,698.44033463,39.243774426,0.2001317933,0.0112081356,1.0652305761,0.8408977088,1.0454303315,0.8279780247
1000,12.131,0.1914893617,0.0047281324,423,81,2,0.7672894001,3770.9173496,472.89726036,92.719350598,4.8221174561,0.1968645131,0.0100872746,0.8736040479,0.4147555546,0.9726961893,0.4687224834
3000,12.134,0.1943231441,0.0138282387,1374,267,19,1.6848082542,3772.6021578,1385.0158404,274.03697955,14.329473759,0.1983000554,0.0103304003,0.9743210585,1.3259384342,0.9799449816,1.3385966057
1000,12.131,0.1912350598,0.0059760956,502,96,3,0.8340172768,3773.4361751,472.84622387,92.710629283,4.8222885717,0.1968676196,0.0100884491,1.035479974,0.622111256,0.9713890996,0.5923700989
4000,12.133,0.2087047719,0.0131095962,1907,398,25,2.2850441933,3775.7212193,1846.7446127,362.52262587,19.992247311,0.1964611082,0.0108328861,1.0978625101,1.250484731,1.062321056,1.210166532
4000,12.135,0.1858836207,0.0118534483,1856,345,22,2.1520218849,3777.8732412,1846.614747,362.48699669,19.992459562,0.1964558388,0.0108337238,0.9517582787,1.1004148805,0.9461852691,1.0941250242
6000,12.133,0.230459307,0.0092667204,2482,572,23,3.1427752972,3781.0160165,2686.731588,528.75746022,28.037844783,0.1971751956,0.010398397,1.0817814273,0.8203198277,1.1688047595,0.8911681676
4000,12.137,0.1975717439,0.0088300221,1812,358,16,2.2005848885,3783.2166014,1846.2922971,362.39853125,19.99298657,0.1964427552,0.0108358036,0.9878627233,0.8002806356,1.0057471641,0.8148931452
3000,12.131,0.2245388933,0.01042502,1247,280,13,1.7562503815,3784.9728518,1384.2909307,273.90581695,14.326500335,0.1983095641,0.0103332462,1.0222491918,0.9074093251,1.1322645703,1.0088814169
1000,12.137,0.1565995526,0.0089485459,447,70,4,0.8685371876,3785.8413889,472.59486918,92.667676815,4.823131316,0.1968829191,0.0100942339,0.7553874491,0.8293367395,0.7953943047,0.8865007419
3000,12.134,0.2083946981,0.0095729013,1358,283,13,1.7554144859,3787.5968034,1384.1371699,273.87799601,14.325869642,0.198311581,0.0103338498,1.0333068159,0.9074492736,1.0508448225,0.9263635027
60000,12.133,0.1991259105,0.0119458897,24025,4784,287,27.993865013,3815.5906684,24800.043957,4923.9445391,275.73578279,0.1986558815,0.011107028,0.9715787743,1.0408514887,1.0023660464,1.0755253075
6000,12.133,0.1871301775,0.011464497,2704,506,31,3.1387388706,3818.7294073,2682.6225989,527.66871896,28.050096374,0.1970839516,0.0104161995,0.9589349943,1.1051655434,0.9494947506,1.1006410727
30000,12.135,0.1966430674,0.0099435208,12571,2472,125,14.069147348,3832.7985547,12436.047537,2474.0293122,133.85451491,0.199053363,0.0107575288,0.9991797542,0.9338497105,0.9878912088,0.9243313231
12000,12.131,0.1919819311,0.0122341427,5313,1020,65,5.8757271767,3838.6742818,5164.6320642,1015.7691814,58.300769845,0.196931051,0.0112778297,1.0041651378,1.1149080908,0.9748687685,1.0847958289
40000,12.133,0.1964555737,0.0098590697,16533,3248,163,18.750028372,3857.4243102,16449.021263,3237.7194991,181.92239541,0.1970883405,0.011040606,1.003175229,0.8959864432,0.9967894254,0.8929826653
6000,12.134,0.1922498119,0.0120391272,2658,511,32,3.0616648197,3860.485975,2678.0730933,526.46325592,28.063661433,0.1969829256,0.0104359107,0.9706280434,1.1402646115,0.9759719593,1.1536249714
1500,12.134,0.1973392461,0.0044345898,451,89,2,0.9549777508,3861.4409528,473.01139955,90.421938744,4.5039399714,0.1916173387,0.0095059881,0.9842744055,0.4440556519,1.029861115,0.4665048757
3000,12.131,0.1948404616,0.0115410726,1473,287,17,1.7171552181,3863.158108,1379.7093564,273.07684312,14.307707702,0.198369661,0.010351233,1.0509862232,1.1881707646,0.9822089764,1.1149466592
40000,12.134,0.1977150705,0.0101136222,16018,3167,162,18.833079338,3881.9911873,16429.084395,3232.7830857,181.94632014,0.1970370955,0.0110534134,0.9796512528,0.8903725004,1.0034408497,0.9149772853
8000,12.131,0.202970297,0.0080445545,3232,656,26,4.0266053677,3886.0177927,3474.6512714,694.88092297,39.336599481,0.2001331366,0.0112807375,0.9440466392,0.6609620644,1.0141763652,0.713123095
2000,12.13,0.1742243437,0.0071599045,838,146,6,1.306268692,3887.3240614,949.40984642,184.42423368,9.2274541987,0.1941309691,0.0097175861,0.7916530116,0.6502335174,0.8974577547,0.7367986721
40000,12.13,0.198074624,0.0117032656,15893,3148,186,18.848787308,3906.1728487,16409.460143,3227.9240768,181.96986971,0.196986654,0.01106602,0.9752397904,1.0221472395,1.0055230646,1.0575857988
30000,12.137,0.1940298507,0.0114680833,11859,2301,136,14.176850319,3920.349699,12382.545982,2461.5085725,133.89827325,0.1989240863,0.0108009928,0.9347926007,1.015696444,0.9753964656,1.0617619661
22000,12.13,0.1921017403,0.0081436859,8964,1722,73,10.474001884,3930.8237009,9231.5655218,1828.8116288,98.338307013,0.1983109877,0.0106224183,0.9415950626,0.7423353342,0.9686893425,0.7666508361
8000,12.137,0.2108635948,0.0094598718,3277,691,31,4.043336153,3934.8670371,3467.1475367,693.3802932,39.375734049,0.2001337029,0.0113113461,0.9965671173,0.7872869103,1.0536136176,0.8363170695
40000,12.134,0.1963801476,0.0109100082,15857,3114,173,18.728262424,3953.5952995,16370.975189,3218.3951156,182.01605259,0.1968877337,0.0110907427,0.9675629897,0.9504656185,0.9974219516,0.983704023
2000,12.137,0.1714898178,0.0139335477,933,160,13,1.2684836388,3954.8637831,946.97801023,183.73568031,9.2042517193,0.1939118762,0.0097188692,0.8708161623,1.4123907512,0.884369855,1.4336593512
12000,12.131,0.2029188325,0.0103958417,5002,1015,52,5.8672671318,3960.7310503,5139.5230903,1009.4673484,58.422503739,0.196703874,0.0113469346,1.0054807633,0.8900679819,1.0315955063,0.9161806282
15000,12.134,0.2057695514,0.0111722528,5997,1234,67,7.2886071205,3968.0196574,6211.5600686,1216.1916597,67.706628224,0.1961739453,0.0108599403,1.0146427088,0.9895633819,1.0489137644,1.0287582106
